tile_id,easting_m,northing_m,height_m
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11386115.5,3899117.5,58.43
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387059.5,3899117.5,58.41
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387092.5,3899117.5,52.23
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387124.5,3899117.5,50.21
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387365.5,3899117.5,54.39
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387697.5,3899117.5,50.16
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387863.5,3899117.5,55.96
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387869.5,3899117.5,56.61
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387133.5,3899116.5,50.45
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387228.5,3899116.5,51.57
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387285.5,3899116.5,52.99
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387330.5,3899116.5,54.22
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387691.5,3899116.5,50.73
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387727.5,3899116.5,46.76
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387732.5,3899116.5,49.23
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387888.5,3899116.5,59.3
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11386087.5,3899115.5,59.18
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11386119.5,3899115.5,59.39
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387073.5,3899115.5,55.59
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387138.5,3899115.5,49.94
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387171.5,3899115.5,50.37
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387224.5,3899115.5,50.62
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387242.5,3899115.5,51.3
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387256.5,3899115.5,49.31
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387263.5,3899115.5,52.1
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387277.5,3899115.5,52.76
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387297.5,3899115.5,53.46
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387301.5,3899115.5,52.34
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387325.5,3899115.5,53.58
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387341.5,3899115.5,53.83
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387378.5,3899115.5,54.13
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387631.5,3899115.5,58.14
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387643.5,3899115.5,57.17
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387680.5,3899115.5,50.33
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387702.5,3899115.5,49.94
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387721.5,3899115.5,47.92
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387744.5,3899115.5,45.22
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387096.5,3899114.5,51.33
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387187.5,3899114.5,45.99
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387250.5,3899114.5,50.49
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387268.5,3899114.5,52.25
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387306.5,3899114.5,51.94
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387350.5,3899114.5,52.43
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387385.5,3899114.5,55.8
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387660.5,3899114.5,52.41
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387709.5,3899114.5,48.94
USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3889_30_chm,11387715.5,3899114.5,48.22
