tile_id,project_year,easting_m,northing_m,height_m
S13_4879_30,2016,3499326.0,1188153.0,28.56
S13_4879_30,2016,3500156.0,1188413.0,41.097
S13_4879_30,2016,3499546.0,1187533.0,17.672
S13_4879_30,2016,3499521.0,1188508.0,5.932
S13_4879_30,2016,3499951.0,1187943.0,29.625
S13_4879_30,2016,3499706.0,1188133.0,14.016
S13_4879_30,2016,3500026.0,1188538.0,9.899
S13_4879_30,2016,3499401.0,1187333.0,6.525
S13_4879_30,2016,3499381.0,1187533.0,22.731
S13_4879_30,2016,3500231.0,1188663.0,9.218
S13_4879_30,2016,3500236.0,1188458.0,27.648
S13_4879_30,2016,3499961.0,1188233.0,6.548
S13_4879_30,2016,3499416.0,1188018.0,50.864
S13_4879_30,2016,3500386.0,1188353.0,9.657
S13_4879_30,2016,3499361.0,1187848.0,5.92
S13_4879_30,2016,3500291.0,1187823.0,13.652
S13_4879_30,2016,3500291.0,1188223.0,2.553
S13_4879_30,2016,3499661.0,1187928.0,42.874
S13_4879_30,2016,3499401.0,1188328.0,13.207
S13_4879_30,2016,3499431.0,1187653.0,5.012
S13_4879_30,2016,3500396.0,1187788.0,2.177
S13_4879_30,2016,3499301.0,1187988.0,12.548
S13_4879_30,2016,3499846.0,1188113.0,6.464
S13_4879_30,2016,3500381.0,1188273.0,4.505
S13_4879_30,2016,3500171.0,1187328.0,3.871
S13_4879_30,2016,3499926.0,1187608.0,42.251
S13_4879_30,2016,3500166.0,1187313.0,2.507
S13_4879_30,2016,3500126.0,1188288.0,16.064
S13_4879_30,2016,3499661.0,1187783.0,18.342
S13_4879_30,2016,3499991.0,1188493.0,16.892
S13_4879_30,2016,3500111.0,1188598.0,4.208
S13_4879_30,2016,3500111.0,1187528.0,39.067
S13_4879_30,2016,3499891.0,1188633.0,2.805
S13_4879_30,2016,3499941.0,1188273.0,9.976
S13_4879_30,2016,3499406.0,1187708.0,3.166
S13_4879_30,2016,3499296.0,1187803.0,5.86
S13_4879_30,2016,3500271.0,1187638.0,60.0
S13_4879_30,2016,3499701.0,1187988.0,60.0
S13_4879_30,2016,3499136.0,1187728.0,26.513
S13_4879_30,2016,3499901.0,1187803.0,33.42
S13_4879_30,2016,3499416.0,1188508.0,10.907
S13_4879_30,2016,3500221.0,1188678.0,7.649
S13_4879_30,2016,3499691.0,1187703.0,5.623
S13_4879_30,2016,3500471.0,1188273.0,22.15
S13_4879_30,2016,3499831.0,1187993.0,28.164
S13_4879_30,2016,3499931.0,1188283.0,11.347
S13_4879_30,2016,3500491.0,1188623.0,2.434
S13_4879_30,2016,3499951.0,1187448.0,11.323
S13_4879_30,2016,3500226.0,1187633.0,60.0
S13_4879_30,2016,3500371.0,1188658.0,7.889
S13_4879_30,2016,3500226.0,1187483.0,40.314
S13_4879_30,2016,3500326.0,1188528.0,7.628
S13_4879_30,2016,3499491.0,1187693.0,3.718
S13_4879_30,2016,3499831.0,1187898.0,15.18
S13_4879_30,2016,3499621.0,1187428.0,19.748
S13_4879_30,2016,3499501.0,1188118.0,25.062
S13_4879_30,2016,3499966.0,1187998.0,23.722
S13_4879_30,2016,3499586.0,1188038.0,49.383
S13_4879_30,2016,3500036.0,1187908.0,47.426
S13_4879_30,2016,3499981.0,1188478.0,19.46
S13_4879_30,2016,3499266.0,1187673.0,17.727
S13_4879_30,2016,3499771.0,1187803.0,17.415
S13_4879_30,2016,3500166.0,1188258.0,15.363
S13_4879_30,2016,3499361.0,1188568.0,5.08
S13_4879_30,2016,3499876.0,1188218.0,5.037
S13_4879_30,2016,3499716.0,1187878.0,24.963
S13_4879_30,2016,3500106.0,1187408.0,6.014
S13_4879_30,2016,3499606.0,1188483.0,2.851
S13_4879_30,2016,3499406.0,1188433.0,15.335
S13_4879_30,2016,3499476.0,1188083.0,32.732
S13_4879_30,2016,3499331.0,1187478.0,16.389
S13_4879_30,2016,3499526.0,1188523.0,5.024
S13_4879_30,2016,3499616.0,1188183.0,10.703
S13_4879_30,2016,3499446.0,1188313.0,10.965
S13_4879_30,2016,3499911.0,1187793.0,37.906
S13_4879_30,2016,3499731.0,1187543.0,2.652
S13_4879_30,2016,3500111.0,1187503.0,28.607
S13_4879_30,2016,3500436.0,1188648.0,2.678
S13_4879_30,2016,3499326.0,1188638.0,2.258
S13_4879_30,2016,3499916.0,1187783.0,39.725
S13_4879_30,2016,3500431.0,1188588.0,4.64
S13_4879_30,2016,3499186.0,1188378.0,2.487
S13_4879_30,2016,3499991.0,1187438.0,10.168
S13_4879_30,2016,3500261.0,1187413.0,51.927
S13_4879_30,2016,3499916.0,1188278.0,10.589
S13_4879_30,2016,3499121.0,1188173.0,4.601
